Index,Dataset,Mean distance,Fisher ratio,CalHara Index,DaBou Index,Number of cluster
194,ag_news,0.32222463339476237,5.970160961151123,5365.1845703125,2.5438740253448486,2,
195,yelp_review_polarity,0.33434448142664525,4.822080135345459,13009.97265625,1.7205286026000977,2,
196,dbpedia,0.4790766753608512,4.3683247566223145,902.5631103515625,1.796285629272461,15,
197,amazon_review_polarity,0.26397840181804594,6.221494674682617,16785.591796875,2.299391746520996,4,
198,amazon_review_polarity,0.2647283474586099,6.156898021697998,16611.310546875,2.7155418395996094,2,
199,yelp_review_polarity,0.3314621026299089,4.884278297424316,13177.783203125,2.030345916748047,2,
200,amazon_review_full,0.21105643411404648,6.187292575836182,4168.6884765625,2.3456523418426514,4,
201,yelp_review_full,0.26138543834216155,4.754205226898193,3203.145751953125,1.8258657455444336,3,
202,yelp_review_full,0.2597494875384048,4.629217624664307,3118.935302734375,1.6569435596466064,2,
203,yahoo_answers,0.2781732492822564,6.898809909820557,2061.9775390625,2.232164144515991,6,
204,yahoo_answers,0.2801778240633708,7.002542495727539,2092.982177734375,2.766840696334839,3,
205,yelp_review_full,0.258783473570414,4.666325092315674,3143.9365234375,1.998581886291504,3,
206,yelp_review_full,0.25892882148352026,4.677053451538086,3151.164794921875,1.9176738262176514,2,
207,yelp_review_full,0.257542991637456,4.660146236419678,3139.7734375,2.120190143585205,2,
208,amazon_review_full,0.2113953158252116,6.11662483215332,4121.076171875,2.31467342376709,5,
209,yelp_review_full,0.2569609433405276,4.712294578552246,3174.908447265625,1.8050771951675415,2,
210,yelp_review_full,0.2551014463099515,4.723874568939209,3182.71044921875,2.2672088146209717,2,
211,amazon_review_full,0.21131675640669226,6.1866455078125,4168.25244140625,2.6362545490264893,3,
212,yelp_review_full,0.2613086591156995,4.6753716468811035,3150.03173828125,2.0409884452819824,2,
213,amazon_review_full,0.21587948699719467,6.056020736694336,4080.243896484375,2.331029176712036,5,
214,amazon_review_full,0.21375380953080214,6.074129581451416,4092.44482421875,2.4430296421051025,3,
215,amazon_review_full,0.20956562831925113,6.145995140075684,4140.8642578125,2.5922868251800537,3,
216,yelp_review_full,0.25559634963598604,4.754611015319824,3203.419189453125,1.7306681871414185,2,
217,yelp_review_full,0.25595740079807,4.782419204711914,3222.155029296875,1.7487825155258179,2,
218,amazon_review_full,0.2141990949702934,6.045210361480713,4072.96044921875,2.865107774734497,2,
219,yahoo_answers,0.2741364377462477,7.101765155792236,2122.638671875,2.0597803592681885,2,
220,yelp_review_full,0.263790137568382,4.702550888061523,3168.34375,1.9667224884033203,2,
221,yelp_review_full,0.2575930699698802,4.814032554626465,3243.454345703125,1.8910117149353027,2,
222,amazon_review_full,0.2124462942275083,6.02288818359375,4057.9208984375,3.152279853820801,2,
223,yelp_review_full,0.25975187768466035,4.739096164703369,3192.966064453125,1.8342421054840088,2,
224,amazon_review_full,0.2128017152341878,5.987490177154541,4034.071533203125,2.291045665740967,5,
225,yelp_review_full,0.2529214824232137,4.756923675537109,3204.977294921875,1.9510166645050049,2,
226,yahoo_answers,0.27943805862520427,7.0063395500183105,2094.116943359375,2.31300687789917,4,
227,yelp_review_full,0.2593824560436284,4.756760120391846,3204.8671875,1.9000821113586426,2,
228,yelp_review_full,0.25912712265975035,4.731184482574463,3187.635498046875,1.9827989339828491,3,
229,yahoo_answers,0.2734251091422431,7.0235419273376465,2099.2587890625,2.1927554607391357,5,
230,yelp_review_full,0.2538271283102707,4.795904636383057,3231.24072265625,1.7735769748687744,2,
231,yelp_review_full,0.2580512672655459,4.722154140472412,3181.55126953125,1.9445984363555908,2,
232,yahoo_answers,0.27984370345382725,6.968034267425537,2082.66796875,2.2508020401000977,3,
233,amazon_review_full,0.21039866109616318,6.103100299835205,4111.9638671875,2.375661849975586,3,
234,yahoo_answers,0.27490376247564696,6.939643859863281,2074.1826171875,2.1667094230651855,4,
235,yelp_review_full,0.2625688577684438,4.692906379699707,3161.845703125,1.8691812753677368,2,
236,yelp_review_full,0.2621867264303243,4.747456073760986,3198.5986328125,1.7417587041854858,2,
237,yahoo_answers,0.27536147141962086,6.961002349853516,2080.566162109375,2.4055087566375732,2,
238,yelp_review_full,0.25954111516402917,4.744648456573486,3196.706787109375,1.9426311254501343,3,
239,yelp_review_full,0.2598737408710197,4.727626800537109,3185.238525390625,2.0183000564575195,3,
240,yahoo_answers,0.2770234491333791,6.953912734985352,2078.447265625,2.236624002456665,7,
241,yelp_review_full,0.2665090208244995,4.650485992431641,3133.264892578125,1.6012163162231445,3,
242,yelp_review_full,0.2568930466962532,4.678150653839111,3151.904052734375,2.149217128753662,2,
243,yahoo_answers,0.27909836132381644,6.989409923553467,2089.056884765625,2.33516788482666,2,
244,yelp_review_full,0.25514585822747904,4.763387203216553,3209.33203125,1.764936089515686,2,
245,yelp_review_full,0.26057382424599684,4.712217807769775,3174.856689453125,1.8531239032745361,2,
246,yahoo_answers,0.2785842704498381,6.969467639923096,2083.096435546875,2.2284445762634277,4,
247,yelp_review_full,0.25842159539388376,4.716203689575195,3177.542236328125,1.853816032409668,2,
248,amazon_review_full,0.20841744467543322,6.04951810836792,4075.86279296875,2.1495471000671387,4,
249,yelp_review_full,0.2615802635741905,4.703112602233887,3168.72216796875,1.8406505584716797,2,
250,banking77__10,0.29356595900889343,4.684817790985107,1400.239990234375,1.375526785850525,2,
251,amazon_review_full,0.21280616074727732,6.085092067718506,4099.83056640625,1.8988761901855469,2,
252,banking77__4,0.24809682071118005,5.038963794708252,4528.34912109375,1.8504844903945923,10,
253,banking77__4,0.25066871121434814,4.985254287719727,4480.08154296875,1.860214114189148,7,
254,ag_news,0.3163887903085197,6.015793800354004,5406.193359375,2.1249074935913086,9,
255,banking77__2,0.2910155716023534,5.173465728759766,13958.0107421875,1.746246337890625,6,
256,tweet_eval_emoji_10,0.22059672678022418,7.2832207679748535,2176.873779296875,1.6578168869018555,6,
257,banking77__2,0.2923254954300016,5.088520050048828,13728.8271484375,1.7249376773834229,2,
258,banking77__14,0.31515907389751063,4.490111351013184,927.7261352539062,1.9356803894042969,6,
259,tweet_eval_emoji_10,0.22255679368936399,7.34794807434082,2196.219970703125,1.9147306680679321,5,
260,banking77__5,0.25042260189778365,4.955087661743164,3338.490234375,1.782210350036621,2,
261,banking77__10,0.2893042347644289,4.677054405212402,1397.9195556640625,1.8587541580200195,3,
262,tweet_eval_emoji_14,0.28595305439945756,6.996507167816162,1445.5860595703125,1.689112663269043,5,
263,banking77__5,0.2525237962596293,4.9137067794799805,3310.60986328125,1.751034140586853,6,
264,tweet_eval_emoji_10,0.21284590404105652,7.33987283706665,2193.806396484375,2.1372768878936768,3,
265,banking77__5,0.25207164039141694,4.986697196960449,3359.787353515625,1.8239072561264038,6,
266,tweet_eval_emoji_10,0.22051749500324977,7.255085468292236,2168.46435546875,1.9419283866882324,4,
267,dbpedia,0.47597948589469263,4.402306079864502,909.5841064453125,1.6918740272521973,13,
268,yahoo_answers,0.27980375086682957,6.901530742645264,2062.790771484375,2.110161304473877,5,
269,banking77__4,0.2468020148566211,5.030301570892334,4520.564453125,1.7077436447143555,2,
270,tweet_eval_emoji_5,0.1819393239908095,7.888284683227539,5314.73193359375,1.8502863645553589,3,
271,tweet_eval_emoji_2,0.19177907084243392,8.222626686096191,22184.646484375,1.6311635971069336,5,
272,tweet_eval_emoji_2,0.19099404911018306,8.237130165100098,22223.77734375,2.848649024963379,2,
273,amazon_review_full,0.21706825643705088,5.952142715454102,4010.256103515625,2.3670103549957275,2,
274,ag_news,0.32238620668558726,5.997130393981934,5389.42138671875,2.2838354110717773,2,
275,tweet_eval_emoji_2,0.19211893031812602,8.17303466796875,22050.84765625,2.0148098468780518,3,
276,tweet_eval_emoji_2,0.19033019368665313,8.330930709838867,22476.8515625,2.186765193939209,4,
277,amazon_review_polarity,0.26123478015081975,6.2418532371521,16840.51953125,2.0912091732025146,4,
278,yelp_review_full,0.253634416062899,4.798501491546631,3232.990478515625,2.1304996013641357,2,
279,tweet_eval_emoji_4,0.17454337961880811,8.038060188293457,7223.53662109375,1.5400340557098389,5,
280,yahoo_answers,0.2806724800301295,6.994283199310303,2090.513427734375,3.0525617599487305,3,
281,yelp_review_full,0.2626547023646708,4.722811698913574,3181.994384765625,1.8417625427246094,2,
282,dbpedia,0.4749334558841968,4.375509262084961,904.0475463867188,1.815604567527771,14,
283,amazon_review_full,0.21366233229564385,6.050347805023193,4076.421875,2.3697400093078613,4,
284,banking77__10,0.28947067165880236,4.622560501098633,1381.6319580078125,2.046877384185791,2,
285,ag_news,0.3187862239768947,6.074158191680908,5458.6435546875,3.0450611114501953,3,
286,yelp_review_polarity,0.33443002154247853,4.788520812988281,12919.4287109375,1.8654001951217651,2,
287,banking77__10,0.2921896518627777,4.714475631713867,1409.1043701171875,2.0512304306030273,2,
288,ag_news,0.31717013493089324,6.058237075805664,5444.33544921875,1.824945092201233,11,
289,dbpedia,0.46931373654350905,4.414032459259033,912.0069580078125,1.9266353845596313,12,
290,banking77__4,0.24462985172776824,5.070040225982666,4556.27587890625,2.0192642211914062,4,
291,banking77__14,0.31567050878464736,4.49718713760376,929.1880493164062,1.8656086921691895,9,
292,tweet_eval_emoji_5,0.18037275771227237,7.834101676940918,5278.22607421875,1.957322597503662,6,
293,tweet_eval_emoji_14,0.27500942576473225,6.989723205566406,1444.184326171875,2.121140718460083,5,
294,banking77__14,0.3121085747364261,4.570464611053467,944.3282470703125,1.8348054885864258,3,
295,tweet_eval_emoji_10,0.2141646676439202,7.350482940673828,2196.9775390625,1.683266043663025,2,
296,tweet_eval_emoji_5,0.18027255510217705,7.87337064743042,5304.68359375,1.8526966571807861,5,
297,dbpedia,0.4769068319880067,4.376419544219971,904.235595703125,1.7433829307556152,12,
