Index,Dataset,Average number of tokens,Number of unique tokens,Minimum number of tokens,Maximum number of tokens,Mean distance,Fisher ratio,CalHara Index,DaBou Index,Number of cluster,Pearson Med,Number of labels,Kurtosis,Misclassification rate,Number of classes,ASR_TextFooler,ASR_PWWS,ASR_BERT,ASR_DeepWordBug
0,ag_news,46.40666667,7425,14,161,3.883216169,14.25440781,4257.316466,0,0,0.38604927,4,1.517387474,0.75,4,0.6,0.58,0.57,0.2
1,amazon_review_polarity,97.98777778,8984,17,283,2.533573764,19.65325513,17648.62311,3.389670029,2,0,2,1,0.61,2,0.78,0.82,0.72,0.24
2,yelp_review_polarity,192.5877778,9222,5,1372,2.626371329,18.79084571,16874.17945,0,0,0,2,1,0.83,2,0.74,0.74,0.87,0.26
3,amazon_review_polarity,101.3833333,9026,16,265,2.603338859,19.20357778,17244.81284,0,0,0,2,1,0.69,2,0.61,0.54,0.58,0.27
4,yahoo_answers,55.01333333,6036,4,396,6.301625417,9.558607389,945.240064,0,0,-0.169192063,10,2.240254064,0.9,10,0.91,0.91,0.9,0.56
5,dbpedia,66.21777778,9675,11,219,7.851366792,7.842463636,534.4940601,0,0,0.095966226,14,2.767681367,0.91,14,0.45,0.37,0.62,0.09
6,amazon_review_polarity,102.1155556,9273,21,373,2.554052279,19.77986253,17762.31655,3.265677591,2,0,2,1,0.79,2,0.7,0.7,0.84,0.35
7,amazon_review_polarity,98.66444444,8930,19,268,2.614728302,19.25634785,17292.20037,0,0,0,2,1,0.55,2,0.72,0.71,0.91,0.32
8,amazon_review_full,103.3511111,9061,15,284,4.2635669,13.1278568,2937.357959,0,0,0.29361011,5,2.351147223,0.86,5,0.86,0.97,0.97,0.66
9,ag_news,46.30666667,7491,16,205,3.917844212,14.19605148,4239.887375,3.430971794,2,-0.191273014,4,1.651001388,0.99,4,0.62,0.58,0.56,0.22
10,amazon_review_polarity,100.7666667,9175,16,509,2.573154327,19.29788721,17329.50271,0,0,0,2,1,0.99,2,0.79,0.8,0.88,0.29
11,dbpedia,65.16777778,9469,7,147,7.744115797,7.803812138,531.8598119,0,0,0.109181179,14,2.074995395,0.93,14,0.43,0.31,0.49,0.06
12,dbpedia,66.81888889,9602,5,175,7.83910652,7.817794444,532.8127598,0,0,0.253038915,14,1.753249647,0.92,14,0.57,0.4,0.65,0.14
13,yelp_review_polarity,190.0655556,9159,7,1493,2.631698898,18.73366918,16822.83492,0,0,0,2,1,0.98,2,0.71,0.65,0.73,0.39
14,dbpedia,64.92555556,9469,11,350,7.753892505,7.868617987,536.2765797,0,0,-0.324404902,14,2.021256413,0.94,14,0.54,0.39,0.58,0.08
15,dbpedia,67.92111111,9708,12,284,7.742568699,7.859671294,535.6668282,0,0,0.487934101,14,2.663147979,0.93,14,0.49,0.34,0.55,0.09
16,dbpedia,67.36555556,9645,11,641,7.847802738,7.758037269,528.7400785,0,0,0.134231211,14,1.815644473,0.91,14,0.53,0.38,0.6,0.09
17,amazon_review_polarity,101.18,9154,13,267,2.536805776,19.68174556,17674.20751,0,0,0,2,1,0.55,2,0.85,0.87,0.93,0.27
18,yelp_review_polarity,185.1644444,9085,8,1406,2.644350193,18.67153735,16767.04054,0,0,0,2,1,0.78,2,0.75,0.7,0.78,0.29
19,dbpedia,65.92,9624,13,138,7.751833386,7.821062659,533.0355012,0,0,-0.610264435,14,3.021640037,0.94,14,0.44,0.34,0.5,0.09
20,dbpedia,67.90111111,9698,11,210,7.811799113,7.814072684,532.5591075,0,0,1.279534174,14,1.902350202,0.96,14,0.49,0.35,0.61,0.08
21,dbpedia,65.75333333,9634,9,154,7.778747913,7.861039513,535.7600776,0,0,1.066992528,14,1.841024538,0.94,14,0.44,0.37,0.61,0.09
22,yelp_review_polarity,188.1811111,9326,5,1238,2.631577665,18.97620154,17040.62898,0,0,0,2,1,0.81,2,0.8,0.79,0.83,0.3
23,dbpedia,67.12777778,9669,8,194,7.781337687,7.851633034,535.1189898,0,0,0.856505275,14,3.887488756,0.96,14,0.57,0.44,0.64,0.12
24,amazon_review_polarity,98.54333333,8793,21,256,2.515647995,19.83336749,17810.36401,0,0,0,2,1,0.83,2,0.76,0.77,0.86,0.37
25,yelp_review_polarity,182.8122222,9264,6,1333,2.59104314,18.88913332,16962.44172,3.058799781,2,0,2,1,0.99,2,0.7,0.66,0.7,0.36
26,ag_news,46.65888889,7410,13,203,3.751595371,14.73859429,4401.926826,0,0,1.459538318,4,2.303180096,0.75,4,0.71,0.68,0.68,0.26
27,yahoo_answers,55.77555556,6044,3,510,6.491091231,9.372046542,926.7912692,0,0,-0.326292625,10,2.496740937,0.87,10,0.85,0.85,0.83,0.54
28,dbpedia,66.14666667,9454,12,147,7.790139675,7.837478944,534.1543342,0,0,-0.506967267,14,2.903133934,0.93,14,0.53,0.36,0.63,0.08
29,dbpedia,66.07444444,9684,8,182,7.760306486,7.840213654,534.3407152,0,0,0.790719577,14,5.835197001,0.94,14,0.47,0.41,0.53,0.06
30,amazon_review_polarity,98.80111111,8978,18,290,2.479266428,20.12972964,18076.49722,0,0,0,2,1,0.85,2,0.78,0.78,0.81,0.35
31,amazon_review_polarity,103.0744444,9310,18,346,2.550449441,19.88183236,17853.88546,0,0,0,2,1,0.66,2,0.7,0.71,0.83,0.33
32,yelp_review_polarity,180.4233333,9041,5,1112,2.513564702,19.23662646,17274.49056,0,0,0,2,1,0.87,2,0.81,0.79,0.84,0.23
33,yelp_review_polarity,187.2144444,9123,5,1257,2.668661867,18.50944016,16621.47726,0,0,0,2,1,0.7,2,0.81,0.79,0.78,0.26
34,yelp_review_polarity,181.74,8980,4,1543,2.604356121,18.73457239,16823.64601,0,0,0,2,1,0.88,2,0.72,0.7,0.82,0.3
35,yelp_review_polarity,188.1866667,9156,7,1255,2.625433734,19.01396521,17074.54076,3.269125175,2,0,2,1,0.88,2,0.57,0.59,0.59,0.23
36,yelp_review_polarity,193.1833333,9393,8,1652,2.60732961,18.88712479,16960.63806,0,0,0,2,1,0.64,2,0.89,0.88,0.84,0.3
37,amazon_review_polarity,101.8388889,8970,18,328,2.507960599,19.5757028,17578.98112,0,0,0,2,1,0.63,2,0.84,0.81,0.89,0.38
38,yelp_review_polarity,193.25,9359,7,1131,2.636839763,18.63473128,16733.98869,3.139477201,2,0,2,1,0.83,2,0.73,0.85,0.86,0.32
39,ag_news,46.22,7378,13,230,3.85241366,14.65746601,4377.696514,0,0,0.142054117,4,1.044420761,0.88,4,0.58,0.57,0.6,0.19
40,ag_news,45.70444444,7382,16,217,3.788741538,14.31631712,4275.806714,0,0,1.328422328,4,2.168304498,0.83,4,0.57,0.54,0.57,0.2
41,dbpedia,67.19333333,9644,12,1031,7.821318287,7.787124631,530.7224941,2.903358876,2,0.524593355,14,1.933670562,0.91,14,0.38,0.26,0.44,0.06
42,ag_news,45.22333333,7321,10,281,3.955271592,14.03157316,4190.763184,0,0,0.564710225,4,1.732159464,0.95,4,0.69,0.63,0.66,0.28
43,amazon_review_polarity,101.5533333,8971,19,402,2.545679898,19.95524321,17919.8084,0,0,0,2,1,0.99,2,0.85,0.81,0.89,0.29
44,ag_news,46.33333333,7337,14,221,3.909693923,14.33612414,4281.722409,0,0,-0.119522861,4,1.031534392,0.78,4,0.74,0.64,0.66,0.2
45,ag_news,45.77333333,7365,15,208,3.75090953,14.63550099,4371.136297,0,0,-1.195228609,4,2.148994709,0.89,4,0.75,0.69,0.64,0.23
46,amazon_review_full,100.7944444,9043,19,347,4.355166985,12.91455669,2889.632059,3.152749193,2,-0.720576692,5,1.31035503,0.85,5,0.89,0.98,1,0.74
47,yelp_review_polarity,184.4766667,9126,7,1212,2.54488472,19.41076322,17430.86537,0,0,0,2,1,0.95,2,0.62,0.59,0.61,0.3
48,yahoo_answers,57.49888889,6169,3,606,6.446682037,9.395583483,929.1188111,0,0,0.628280862,10,2.496970222,0.91,10,0.88,0.88,0.79,0.47
49,yelp_review_polarity,196.7155556,9194,8,1372,2.64460833,18.49376122,16607.39758,3.122359629,2,0,2,1,0.99,2,0.7,0.61,0.77,0.26
50,dbpedia,67.24666667,9640,6,175,7.854512898,7.803699264,531.8521191,0,0,0.104006287,14,2.084423178,0.94,14,0.5,0.4,0.6,0.09
51,dbpedia,65.45555556,9550,11,193,7.820256013,7.764968535,529.2124709,0,0,-0.312839637,14,1.889133672,0.96,14,0.48,0.32,0.49,0.1
52,yelp_review_polarity,188.3911111,9313,6,1153,2.628879054,18.71354935,16804.76732,3.698680841,2,0,2,1,0.77,2,0.7,0.66,0.72,0.23
53,amazon_review_full,100.1711111,9084,19,308,4.307057897,13.0577986,2921.682437,0,0,1.97814142,5,1.781663516,0.86,5,0.82,0.88,0.93,0.71
54,ag_news,46.08888889,7448,12,330,3.93874028,14.17021153,4232.169844,0,0,-0.618852748,4,1.49298325,0.85,4,0.69,0.71,0.62,0.22
55,amazon_review_polarity,99.95222222,9097,20,320,2.502650429,19.9157198,17884.31638,0,0,0,2,1,0.55,2,0.82,0.83,0.9,0.25
56,dbpedia,66.95555556,9544,13,225,7.816120623,7.757918583,528.7319896,0,0,1.013883882,14,1.999067021,0.89,14,0.54,0.41,0.62,0.11
57,amazon_review_polarity,93.93555556,8789,20,414,2.444875574,20.56301712,18465.58937,3.417079815,2,0,2,1,0.99,2,0.58,0.58,0.67,0.25
58,dbpedia,65.15,9405,12,462,7.816085261,7.780314095,530.2583299,3.212593165,3,-0.689508422,14,2.427503904,0.93,14,0.48,0.36,0.63,0.09
59,amazon_review_full,101.5877778,8977,16,313,4.275291789,13.21719989,2957.348476,0,0,-1.164225789,5,1.644026709,0.91,5,0.93,0.98,0.97,0.75
60,amazon_review_polarity,100.3088889,9029,19,276,2.52960747,20.07604341,18028.28698,0,0,0,2,1,0.75,2,0.71,0.75,0.71,0.4
61,yelp_review_polarity,177.1922222,9011,5,1445,2.592990556,19.35150038,17377.64734,0,0,0,2,1,0.56,2,0.74,0.76,0.86,0.23
62,dbpedia,65.52111111,9696,11,143,7.872037676,7.726052018,526.5601606,0,0,0.367849319,14,3.794537941,0.91,14,0.5,0.3,0.55,0.09
63,ag_news,46.49222222,7310,17,214,3.901510004,14.26066805,4259.186192,0,0,0.47964711,4,1.653731793,0.85,4,0.68,0.65,0.62,0.26
64,amazon_review_full,99.88777778,8931,17,288,4.385638852,12.78646837,2860.972299,0,0,-1.986254133,5,1.323043723,0.82,5,0.95,0.96,0.99,0.72
65,yelp_review_polarity,181.9888889,8882,6,1240,2.597081451,18.80520623,16887.07519,0,0,0,2,1,0.96,2,0.79,0.73,0.81,0.35
66,dbpedia,66.59444444,9540,11,180,7.789152541,7.891008914,537.8026075,3.475364768,2,-0.251683521,14,3.112183657,0.97,14,0.49,0.41,0.55,0.09
67,dbpedia,65.90222222,9643,13,166,7.976994776,7.655094208,521.724113,0,0,0.29818195,14,2.359485077,0.92,14,0.48,0.37,0.51,0.13
68,ag_news,45.93222222,7253,16,202,3.843370501,14.29990549,4270.905106,0,0,-0.928279122,4,2.144861928,0.79,4,0.68,0.68,0.6,0.27
69,yelp_review_full,187.6655556,9209,5,1250,4.335493795,12.67044057,2835.011077,3.503453918,2,1.073621877,5,2.955375739,0.92,5,0.87,0.98,0.95,Nan
70,yelp_review_polarity,178.0322222,8866,4,1281,2.670919636,18.82820322,16907.72649,0,0,0,2,1,0.9,2,0.77,0.82,0.78,0.39
71,ag_news,46.04222222,7330,15,209,3.9394954,14.23641954,4251.943969,0,0,0.814821714,4,2.116097823,0.88,4,0.78,0.72,0.67,0.24
72,yelp_review_polarity,182.54,9248,5,1138,2.698217753,18.63263329,16732.10469,0,0,0,2,1,0.86,2,0.83,0.84,0.8,0.36
73,yelp_review_polarity,191.6511111,9276,5,1194,2.709444923,18.14607041,16295.17123,0,0,0,2,0,0.79,2,0.67,0.58,0.64,0.27
74,yelp_review_polarity,185.0444444,9133,4,1348,2.729094613,18.32182384,16452.99781,0,0,0,2,1,0.85,2,0.76,0.71,0.87,0.29
75,ag_news,46.06666667,7286,11,208,3.846940286,14.42433017,4308.066609,2.818426094,2,1.153817942,4,2.179052014,0.88,4,0.64,0.62,0.58,0.25
76,dbpedia,67.73,9686,10,191,7.792469872,7.81659825,532.7312346,0,0,0.661261515,14,1.616775033,0.91,14,0.46,0.42,0.57,0.04
77,dbpedia,65.70555556,9576,10,164,7.858823441,7.762830942,529.0667857,0,0,-0.500096145,14,2.490116568,0.96,14,0.47,0.36,0.67,0.05
78,dbpedia,67.18333333,9693,11,296,7.695935707,7.905129627,538.7649884,0,0,-0.081885884,14,2.758644358,0.92,14,0.49,0.36,0.52,0.09
79,yelp_review_polarity,186.1722222,9091,3,1278,2.6060221,18.87165437,16946.74562,0,0,0,2,1,0.51,2,0.73,0.69,0.83,0.2
80,yahoo_answers,57.00555556,6085,3,934,6.486324279,9.406586257,930.2068632,0,0,-0.097849211,10,2.182790403,0.85,10,0.87,0.89,0.83,0.5
81,amazon_review_polarity,98.88555556,9006,17,248,2.647733329,18.9424695,17010.33761,0,0,0,2,1,0.7,2,0.76,0.76,0.85,0.27
82,yelp_review_polarity,180.7988889,9023,4,1322,2.636420495,18.75567922,16842.59994,0,0,0,2,1,0.77,2,0.76,0.77,0.8,0.18
83,ag_news,45.65777778,7288,14,195,3.852593358,14.4437938,4313.87975,3.01782889,3,-1.278487054,4,2.26061252,0.87,4,0.63,0.61,0.63,0.22
84,ag_news,46.16111111,7329,15,215,3.886955992,14.19680113,4240.111272,3.331687589,2,0,4,2,0.97,4,0.65,0.72,0.71,0.21
85,amazon_review_full,101.9166667,9134,18,352,4.430226468,12.66297835,2833.341405,0,0,0.529503382,5,1.627143564,0.81,5,0.92,0.96,1,0.63
86,yahoo_answers,61.77111111,6376,3,1002,6.460974173,9.378917632,927.4707436,3.034869384,2,-0.354649683,10,2.421349485,0.93,10,0.89,0.87,0.82,0.5
87,amazon_review_full,101.5988889,8922,19,402,4.37838914,12.94097014,2895.54207,0,0,-1.178966238,5,2.360467196,0.97,5,0.86,0.91,0.94,0.59
88,amazon_review_polarity,98.12333333,8806,18,517,2.385531769,20.56418764,18466.6405,0,0,0,2,1,1,2,0.8,0.78,0.9,0.34
89,yelp_review_polarity,177.9888889,8995,5,1211,2.609113729,18.82994228,16909.28817,3.112947997,2,0,2,1,0.97,2,0.64,0.58,0.68,0.36
90,yelp_review_polarity,178.7422222,9027,8,1541,2.61138285,18.5633109,16669.85319,0,0,0,2,1,0.55,2,0.84,0.85,0.85,0.34
91,yelp_review_full,186.1366667,9047,3,1376,4.412792453,12.61559084,2822.738451,3.466668746,2,1.174170546,5,1.825529844,0.89,5,0.91,0.9,0.92,0.55
92,dbpedia,65.56888889,9566,8,176,7.721812039,7.901763343,538.5355632,0,0,0.327133779,14,1.712495921,0.91,14,0.44,0.31,0.58,0.09
93,amazon_review_polarity,97.49222222,8870,14,410,2.563773252,19.62331248,17621.73461,0,0,0,2,1,0.99,2,0.66,0.66,0.81,0.35
94,dbpedia,69.88111111,9784,5,3056,7.877183892,7.779546091,530.2059874,2.773198537,2,-1.137953524,14,2.42329225,0.95,14,0.51,0.44,0.65,0.09
95,dbpedia,65.71666667,9467,5,174,7.785019364,7.815379011,532.6481388,0,0,0.631158186,14,2.214376064,0.94,14,0.54,0.45,0.69,0.11
96,yelp_review_polarity,185.0688889,9217,6,1061,2.750099987,18.22992815,16370.47548,0,0,0,2,1,0.87,2,0.77,0.73,0.78,0.28
97,amazon_review_full,102.26,9242,19,293,4.396319565,12.90693819,2887.927421,0,0,1.677050983,5,1.953125,0.91,5,0.77,0.85,0.89,0.44
98,amazon_review_full,99.75,8815,16,464,4.368009642,13.06690453,2923.719888,0,0,-1.327901685,5,1.261804621,0.82,5,0.92,0.94,0.95,0.59
99,dbpedia,66.16222222,9505,12,423,7.815831746,7.812139614,532.4273614,0,0,0.112489015,14,2.025904911,0.9,14,0.47,0.33,0.49,0.09
100,dbpedia,65.71777778,9578,11,190,7.912820053,7.755740912,528.5835729,0,0,0.43857529,14,1.966151586,0.91,14,0.46,0.37,0.57,0.1
101,ag_news,45.03555556,7373,16,280,3.915539186,14.15741778,4228.348777,0,0,0.708200528,4,1.924853109,0.91,4,0.52,0.49,0.54,0.18
102,amazon_review_polarity,98.44666667,8839,17,384,2.62140989,18.96862197,17033.82253,0,0,0,2,1,1,2,0.72,0.68,0.78,0.28
103,ag_news,46.44444444,7552,15,212,3.81612163,14.41079311,4304.023542,0,0,-0.597614305,4,1.742645503,0.87,4,0.66,0.69,0.69,0.17
104,dbpedia,66.14777778,9402,11,333,7.930294281,7.674892058,523.0734126,0,0,0.128920513,14,1.821504848,0.94,14,0.47,0.3,0.55,0.08
105,amazon_review_polarity,100.0455556,9013,18,421,2.494095118,20.35568171,18279.40218,0,0,0,2,0,0.96,2,0.86,0.91,0.88,0.41
106,dbpedia,67.51666667,9775,10,156,7.722003314,7.938424514,541.034163,0,0,-0.251435888,14,2.926654925,0.92,14,0.38,0.3,0.49,0.08
107,yelp_review_polarity,183.7011111,9054,4,1328,2.65401696,18.40531751,16527.97512,0,0,0,2,1,0.87,2,0.83,0.9,0.84,0.34
108,yelp_review_polarity,178.8955556,9093,4,1402,2.716465567,18.31639121,16448.11931,0,0,0,2,1,0.88,2,0.8,0.73,0.72,0.24
109,dbpedia,67.15222222,9685,9,175,7.852393585,7.818475914,532.8592046,0,0,0.821846869,14,2.290573517,0.94,14,0.47,0.28,0.48,0.1
110,yelp_review_polarity,187.8088889,9157,5,1301,2.597577142,19.17779257,17221.65773,0,0,0,2,1,0.51,2,0.76,0.83,0.82,0.27
111,dbpedia,65.96888889,9572,11,532,7.86584875,7.762974857,529.0765941,0,0,0.895664664,14,2.428386424,0.94,14,0.39,0.32,0.64,0.12
112,yelp_review_polarity,186.6588889,9225,7,1450,2.687163761,18.18382244,16329.07255,2.963931625,2,0,2,1,0.51,2,0.79,0.8,0.86,0.21
113,dbpedia,67.66555556,9715,12,176,7.791929336,7.780179786,530.2491762,0,0,-0.117810736,14,2.742030863,0.93,14,0.48,0.4,0.54,0.09
114,dbpedia,67.85,9694,11,156,7.787621339,7.783463892,530.4730007,0,0,-0.327093281,14,2.109723695,0.95,14,0.43,0.35,0.66,0.07
115,amazon_review_polarity,100.0633333,8832,19,261,2.616221147,19.11958883,17169.39077,0,0,0,2,1,0.75,2,0.69,0.68,0.87,0.31
116,ag_news,44.67777778,7283,11,208,3.800618336,14.72629604,4398.25375,0,0,-0.189358321,4,1.885001825,0.83,4,0.6,0.53,0.54,0.16
117,amazon_review_polarity,100.0333333,9011,18,289,2.579635523,19.26731668,17302.05038,0,0,0,2,1,0.66,2,0.72,0.73,0.8,0.29
118,yelp_review_polarity,187.0044444,9260,5,1259,2.621026045,18.93956135,17007.7261,0,0,0,2,1,0.95,2,0.8,0.81,0.86,0.31
119,dbpedia,66.26666667,9671,13,282,7.747451925,7.825798701,533.3582807,3.467218268,3,1.250661739,14,4.348072501,0.91,14,0.52,0.42,0.58,0.07
120,yelp_review_polarity,193.5766667,9265,7,1297,2.670684406,18.23680763,16376.65325,0,0,0,2,1,0.99,2,0.75,0.72,0.86,0.39
121,amazon_review_polarity,97.50777778,8790,20,305,2.531319409,19.52601169,17534.3585,0,0,0,2,1,0.82,2,0.84,0.82,0.9,0.33
122,yelp_review_polarity,190.3688889,9232,6,1550,2.499515498,19.68083121,17673.38642,0,0,0,2,1,0.71,2,0.59,0.57,0.74,0.3
123,dbpedia,66.45666667,9730,13,219,7.903835622,7.717133427,525.9523243,0,0,0.428032548,14,2.707858188,0.94,14,0.49,0.35,0.64,0.05
124,yelp_review_full,190.88,9138,4,1213,4.314839941,12.9466646,2896.816204,0,0,0,5,1.67731569,0.85,5,0.85,0.96,0.94,0.65
125,amazon_review_polarity,97.86222222,8948,16,278,2.476106716,20.06803292,18021.09356,0,0,0,2,1,0.61,2,0.55,0.54,0.64,0.35
126,amazon_review_polarity,96.80666667,8840,17,523,2.562192723,19.8742198,17847.04938,0,0,0,2,1,0.83,2,0.66,0.69,0.84,0.31
127,ag_news,45.87444444,7305,10,214,3.856431141,14.3696604,4291.738572,0,0,-0.564432521,4,1.418513588,0.84,4,0.64,0.61,0.56,0.16
128,amazon_review_polarity,96.87444444,8938,21,286,2.59871947,19.00097688,17062.87724,0,0,0,2,1,0.79,2,0.78,0.75,0.91,0.3
129,yelp_review_polarity,190.1277778,9144,7,1183,2.594260207,19.1267272,17175.80103,3.143918363,2,0,2,1,0.85,2,0.82,0.85,0.89,0.33
130,amazon_review_polarity,101.5877778,9054,17,381,2.582937236,19.35345805,17379.40533,2.798149408,2,0,2,1,0.55,2,0.78,0.76,0.88,0.25
131,ag_news,46.54,7418,11,212,3.936303465,14.11596981,4215.969649,0,0,0.685994341,4,2.071767269,0.85,4,0.65,0.57,0.56,0.23
132,amazon_review_polarity,98.08666667,9119,17,433,2.576604424,19.44758188,17463.92853,0,0,0,2,1,0.84,2,0.56,0.55,0.65,0.29
133,yelp_review_polarity,201.6077778,9536,6,1248,2.655629154,18.52828677,16638.40152,3.417632121,2,0,2,1,0.83,2,0.78,0.78,0.82,0.22
134,ag_news,45.10777778,7342,12,207,3.956206327,13.91129176,4154.839138,0,0,0.707106781,4,1.407407407,0.89,4,0.6,0.59,0.61,0.17
135,dbpedia,66.20888889,9647,12,249,7.779867359,7.819520819,532.9304189,0,0,0.141618185,14,2.39120522,0.92,14,0.46,0.34,0.56,0.09
136,yelp_review_polarity,184.8211111,8944,3,1384,2.671845263,18.34655596,16475.20725,3.148037935,2,0,2,1,0.87,2,0.74,0.76,0.88,0.29
137,dbpedia,67.6,9768,11,158,7.788946951,7.80822789,532.1607623,0,0,-0.409768774,14,3.561022499,0.93,14,0.5,0.38,0.64,0.13
138,ag_news,46.28222222,7362,10,345,3.872006383,14.38120173,4295.185583,0,0,0.834829759,4,2,0.84,4,0.64,0.62,0.61,0.12
139,yelp_review_polarity,177.0755556,8990,6,1240,2.635073832,18.76916317,16854.70852,3.207894394,2,0,2,1,0.9,2,0.82,0.86,0.78,0.23
140,dbpedia,66.56,9653,7,146,7.873211194,7.719914905,526.1418928,0,0,0.307459347,14,2.567440683,0.92,14,0.49,0.4,0.57,0.06
141,yelp_review_polarity,195.7211111,9422,9,1711,2.665745382,18.18875007,16333.49757,0,0,0,2,1,0.98,2,0.75,0.77,0.86,0.31
142,dbpedia,66.26888889,9507,12,430,7.810863689,7.798729908,531.5134384,0,0,0.595749305,14,2.091920294,0.89,14,0.49,0.39,0.61,0.1
143,dbpedia,65.58777778,9369,5,159,7.862281899,7.797423238,531.4243838,2.824000196,2,-0.084575112,14,2.779455419,0.93,14,0.43,0.38,0.56,0.1
144,ag_news,45.96333333,7368,16,209,3.859230937,14.5128154,4334.494198,0,0,0.334887343,4,1.969866364,0.87,4,0.63,0.62,0.61,0.21
145,amazon_review_polarity,97.32666667,8783,21,370,2.553219876,19.58179341,17584.45049,0,0,0,2,1,0.84,2,0.72,0.73,0.82,0.3
146,ag_news,45.88,7324,14,206,3.870845598,14.43857957,4312.32243,0,0,-0.4077766,4,1.822581591,0.78,4,0.74,0.63,0.61,0.16
147,yelp_review_polarity,194.6733333,9384,4,1331,2.673334336,18.49551855,16608.97566,3.052391379,2,0,2,1,0.63,2,0.81,0.74,0.77,0.26
148,ag_news,46.05555556,7393,14,207,3.900137955,14.21639376,4245.962936,0,0,-0.160356745,4,1.275885714,0.82,4,0.63,0.63,0.52,0.24
149,amazon_review_polarity,101.2111111,9057,18,312,2.653486971,19.17386752,17218.13303,0,0,0,2,1,0.79,2,0.74,0.68,0.81,0.3
150,yelp_review_polarity,190.4911111,9348,8,1391,2.717301421,18.54947028,16657.42431,0,0,0,2,1,0.96,2,0.56,0.54,0.58,0.21
151,yelp_review_polarity,188.05,9144,4,1234,2.556830715,19.21384187,17254.03,0,0,0,2,1,0.91,2,0.8,0.71,0.73,0.22
152,yelp_review_polarity,188.7766667,9366,5,1213,2.564816026,19.36075546,17385.95841,3.308577696,2,0,2,1,0.95,2,0.69,0.7,0.76,0.33
153,yelp_review_polarity,189.6677778,9162,6,1485,2.670191449,18.23793572,16377.66628,0,0,0,2,1,1,2,0.68,0.69,0.71,0.23
154,yahoo_answers,62.87,6239,3,1564,6.493821344,9.375115096,927.0947151,3.131911731,2,0.740295812,10,1.722264846,0.91,10,0.9,0.92,0.83,0.56
155,ag_news,45.95111111,7400,15,204,3.926300353,14.28884403,4267.601416,0,0,-0.593969696,4,2.07225344,0.76,4,0.64,0.67,0.63,0.21
156,dbpedia,64.6,9558,11,169,7.921991861,7.735450099,527.200676,0,0,0.895516154,14,2.07953583,0.98,14,0.44,0.34,0.57,0.12
157,ag_news,45.88111111,7341,12,207,3.960956577,14.0065312,4183.283985,0,0,-0.286038777,4,1.333553719,0.84,4,0.66,0.56,0.51,0.17
158,dbpedia,67.86222222,9740,12,141,7.837491303,7.75748978,528.702765,0,0,-0.569485921,14,2.21091038,0.93,14,0.39,0.32,0.52,0.03
159,amazon_review_polarity,97.32333333,8952,18,407,2.532462383,20.0585214,18012.55222,0,0,0,2,1,1,2,0.71,0.72,0.84,0.26
160,ag_news,45.73333333,7294,11,212,3.997596641,13.98807597,4177.772024,3.012068467,2,0.588977992,4,1.713144634,0.86,4,0.64,0.62,0.54,0.23
161,yelp_review_polarity,187.0822222,9171,4,1584,2.678334357,18.3171849,16448.83204,0,0,0,2,1,0.95,2,0.78,0.73,0.74,0.35
162,yahoo_answers,60.06111111,6187,3,516,6.471198987,9.337819404,923.4065855,0,0,0.150300903,10,1.713722359,0.91,10,0.9,0.84,0.86,0.59
163,yelp_review_polarity,191.9655556,9228,5,1135,2.512599821,19.70106947,17691.56039,0,0,0,2,1,0.6,2,0.74,0.8,0.82,0.39
164,yelp_review_polarity,180.1133333,9050,5,1258,2.493661684,19.67305061,17666.39945,0,0,0,2,1,0.54,2,0.72,0.77,0.77,0.35
165,ag_news,44.39333333,7214,14,197,3.880758788,14.43068293,4309.963968,0,0,-0.593442426,4,1.520907372,0.89,4,0.7,0.6,0.57,0.13
166,amazon_review_polarity,98.06333333,8929,20,254,2.581460557,19.4580585,17473.33654,0,0,0,2,1,0.91,2,0.68,0.64,0.76,0.26
167,dbpedia,68.02333333,9704,11,200,7.823678058,7.730115858,526.8371269,0,0,-0.404519917,14,2.515368727,0.9,14,0.41,0.34,0.64,0.11
168,yelp_review_polarity,186.3933333,9238,6,1327,2.667322561,18.44992066,16568.02875,0,0,0,2,1,0.92,2,0.76,0.79,0.83,0.37
169,amazon_review_polarity,99.40222222,8947,13,259,2.529516039,19.90495783,17874.65213,0,0,0,2,1,0.57,2,0.75,0.8,0.86,0.32
170,dbpedia,66.98666667,9721,11,204,7.784063821,7.793468048,531.1548224,0,0,0.13764944,14,3.653086981,0.93,14,0.47,0.38,0.57,0.06
171,amazon_review_polarity,99.52555556,9010,19,294,2.612403813,19.27142856,17305.74285,0,0,0,2,1,0.6,2,0.57,0.55,0.71,0.36
172,amazon_review_polarity,98.68555556,8936,11,457,2.561889848,19.58386606,17586.31172,0,0,0,2,1,0.56,2,0.78,0.76,0.87,0.24
173,amazon_review_polarity,94.88666667,8820,18,255,2.519805524,19.64608106,17642.18079,0,0,0,2,1,0.9,2,0.83,0.78,0.86,0.23
174,amazon_review_polarity,99.94,9248,16,474,2.510183558,19.86824278,17841.68202,0,0,0,2,1,0.8,2,0.75,0.8,0.85,0.36
175,amazon_review_polarity,99.76555556,9084,15,429,2.621955075,19.14036941,17188.05173,0,0,0,2,1,0.86,2,0.79,0.81,0.86,0.27
176,amazon_review_full,103.3888889,9216,16,526,4.36502256,12.86711839,2879.017741,0,0,-0.434372243,5,2.357336867,0.81,5,0.91,0.97,0.99,0.63
